id;model;manufact;condition;status;equitype;owner;process;role;prodline;wshop
2829;135AP;Continental Can;Scrap/Spares Only;Surplus;1;PROD;;36;;
2830;G109;Karges-Hammer;Scrap/Spares Only;Surplus;1;PROD;;36;;
2836;;Karges-Hammer;Fully Functional;Surplus;1;PROD;;36;;
2837;194;Unknown;Fully Functional;Surplus;1;PROD;;36;;
2841;;Nordson/Mecatronic;Scrap/Spares Only;Surplus;1;PROD;;101;;
21580;55;Metalbox;As New;Operational;1;PROD;Ends Multi Die;1;PM50;MTD
21583;55;Metalbox;Fully Functional;Operational;1;PROD;EOLE;1;PE01;EOLE
21584;55;Metalbox;Fully Functional;Standalone;1;PROD;;1;;
21585;55;Metalbox;Fully Functional;Operational;1;PROD;Ends Multi Die;1;PM51;MTD
21586;55;Metalbox;Fully Functional;Operational;1;PROD;Ends Multi Die;1;PM52;MTD
21587;55;Metalbox;Fully Functional;Operational;1;PROD;Ends Multi Die;1;PM53;MTD
21588;55;Metalbox;Fully Functional;Surplus;1;PROD;;1;;
21597;586;IMC;Fully Functional;Operational;1;PROD;End Assembly;1;PD25;DD
21602;586;IMC;Fully Functional;Operational;1;PROD;End Assembly;1;PD27;DD
21603;586;IMC;Fully Functional;Surplus;1;PROD;;1;;
21604;586;IMC;Fully Functional;Operational;1;PROD;End Assembly;1;PD26;DD
21606;686;FMC;Fully Functional;Operational;1;PROD;End Assembly;1;PD14;DD
21634;686;IMC;Fully Functional;Operational;1;PROD;End Assembly;1;PD15;DD
21636;686;IMC;Fully Functional;Surplus;1;PROD;;1;;
21641;686;IMC;Fully Functional;Surplus;1;PROD;;1;;
21642;686;IMC;Fully Functional;Operational;1;PROD;End Assembly;1;PD10;DD
21643;686;IMC;Fully Functional;Operational;1;PROD;End Assembly;1;PD07;DD
21644;686;IMC;Fully Functional;Operational;1;PROD;End Assembly;1;PD19;DD
21646;686;IMC;Fully Functional;Operational;1;PROD;End Assembly;1;PD09;DD
21648;686;IMC;Fully Functional;Surplus;1;PROD;;1;;
21649;686;IMC;Fully Functional;Operational;1;PROD;End Assembly;1;PD08;DD
21650;686;IMC;Fully Functional;Operational;1;PROD;End Assembly;1;PD20;DD
21651;686;IMC;Fully Functional;Operational;1;PROD;End Assembly;1;PD13;DD
21652;686;IMC;Fully Functional;Operational;1;PROD;End Assembly;1;PD24;DD
21653;686;IMC;Fully Functional;Surplus;1;PROD;;1;;
21654;686;IMC;Fully Functional;Surplus;1;PROD;;1;;
21655;686;IMC;Fully Functional;Operational;1;PROD;End Assembly;1;PD11;DD
21708;M703;Cuomo;Fully Functional;Operational;1;PROD;End Assembly;1;PD28;DD
21710;55;Metalbox;Fully Functional;Operational;1;PROD;EOLE;1;PE02;EOLE
21754;MRC-450-E;Penalver;Fully Functional;Operational;1;PROD;EOLE;188;PE02;EOLE
21755;MRC-450-E;Penalver;Fully Functional;Operational;1;PROD;EOLE;188;PE01;EOLE
21756;MRC-450-E;Penalver;Fully Functional;Operational;1;PROD;EOLE;188;PE02;EOLE
21767;18m-1";LTG;Fully Functional;Operational;1;PROD;Coating;2;LA01;MPC
21768;18m-1";LTG;Fully Functional;Operational;1;PROD;Coating;2;LA02;MPC
21868;;Carnaud;Fully Functional;Surplus;1;PROD;;17;;
21898;1645;Carnaud;Scrap/Spares Only;Surplus;1;PROD;;7;;
21899;1645;Carnaud;Scrap/Spares Only;Surplus;1;PROD;;7;;
21900;1645;Carnaud;Scrap/Spares Only;Surplus;1;PROD;;7;;
21905;;(Manual);Fully Functional;Standalone;1;PROD;;7;;
21906;;(Manual);Fully Functional;Surplus;1;PROD;;7;;
21907;;(Manual);Fully Functional;Surplus;1;PROD;;7;;
22009;DO;Jomar;Fully Functional;Operational;1;PROD;End Assembly;34;PD28;DD
22010;153SD;Jomar;Fully Functional;Operational;1;PROD;End Assembly;34;PDSLVISMAE9&10;
22011;SD;Jomar;Fully Functional;Surplus;1;PROD;;34;;
22012;SD;Jomar;Fully Functional;Operational;1;PROD;End Assembly;34;PD25;DD
22016;1645;Carnaud;Fully Functional;Surplus;1;PROD;;7;;
22020;1645;Carnaud;Fully Functional;Surplus;1;PROD;;7;;
22021;1645;Carnaud;Fully Functional;Operational;1;PROD;End Assembly;7;PD22;DD
22022;1645;Carnaud;Scrap/Spares Only;Surplus;1;PROD;;7;;
22023;1645;Carnaud;Fully Functional;Surplus;1;PROD;;7;;
22024;1645;Carnaud;Scrap/Spares Only;Surplus;1;PROD;;7;;
22025;1645;Carnaud;Fully Functional;Surplus;1;PROD;;7;;
22026;1645;Carnaud;Fully Functional;Operational;1;PROD;End Assembly;7;PD26;DD
22027;1645;Carnaud;Fully Functional;Surplus;1;PROD;;7;;
22028;1645;Carnaud;Scrap/Spares Only;Surplus;1;PROD;;7;;
22029;1645;Carnaud;Fully Functional;Operational;1;PROD;End Assembly;7;PD11;DD
22030;1645;Carnaud;Scrap/Spares Only;Surplus;1;PROD;;7;;
22031;1645;Carnaud;Fully Functional;Surplus;1;PROD;;7;;
22032;1645;Carnaud;Scrap/Spares Only;Surplus;1;PROD;;7;;
22033;1645;Carnaud;Fully Functional;Surplus;1;PROD;;7;;
22036;SD;Jomar;Fully Functional;Operational;1;PROD;End Assembly;34;PD15;DD
22037;800A1;Dimac;Fully Functional;Operational;1;PROD;Ends Multi Die;34;PM50;MTD
22038;800A1;Dimac;Fully Functional;Operational;1;PROD;Ends Multi Die;34;PM51;MTD
22039;800A1;Dimac;Fully Functional;Operational;1;PROD;Ends Multi Die;34;PM52;MTD
22073;WM2003;Tecnomachinery;Fully Functional;Operational;1;PROD;End Assembly;34;PD24;DD
22074;WR 2002;Tecnomachinery;Fully Functional;Surplus;1;PROD;;34;;
22075;WR 2002;Tecnomachinery;Fully Functional;Surplus;1;PROD;;34;;
22076;WR 2412S;Eurotecnotool;Fully Functional;Surplus;1;PROD;;34;;
22077;WR 2422S;Eurotecnotool;Fully Functional;Surplus;1;PROD;;34;;
22117;;EMI;Fully Functional;Surplus;1;PROD;;8;;
22118;CVS 2000;Sacmi;Fully Functional;Operational;1;PROD;End Assembly;8;PD15;DD
22120;;EMI;Fully Functional;Surplus;1;PROD;;8;;
22145;CVS 2000;Sacmi;Fully Functional;Surplus;1;PROD;;8;;
22149;CVS 2000;Sacmi;Fully Functional;Operational;1;PROD;End Assembly;8;PD26;DD
22150;CVS 2000;Sacmi;Fully Functional;Operational;1;PROD;End Assembly;8;PDSLVISMAE9&10;
22151;CVS 2000;Sacmi;Fully Functional;Operational;1;PROD;Ends Multi Die;8;PM50;MTD
22152;CVS 2000;Sacmi;Fully Functional;Operational;1;PROD;EOLE;8;PE01;EOLE
22153;CVS 2000;Sacmi;Fully Functional;Operational;1;PROD;EOLE;8;PE04;EOLE
22154;CVS 2000;Sacmi;Fully Functional;Surplus;1;PROD;;8;;
22155;CVS 2000;Sacmi;Fully Functional;Operational;1;PROD;Ends Multi Die;8;PM53;MTD
22156;CVS 200;Sacmi;Scrap/Spares Only;Surplus;1;PROD;;8;;
22157;CVS 2000;Sacmi;Fully Functional;Operational;1;PROD;Ends Multi Die;8;PM51;MTD
22160;CVS100;Sacmi;Fully Functional;Standalone;1;PROD;;8;;
22246;AT1172;ATIAP;Scrap/Spares Only;Surplus;1;PROD;;9;;
22250;;Littell;Fully Functional;Operational;1;PROD;Coil Shear;10;CL01;MPC
22251;;Littell;Fully Functional;Operational;1;PROD;Coil Shear;10;CL02;MPC
22252;;Littell;Fully Functional;Operational;1;PROD;Coil Shear;10;CL03;MPC
22262;;Littell;Fully Functional;Operational;1;PROD;Coil Shear;11;CL01;MPC
22263;;Littell;Fully Functional;Operational;1;PROD;Coil Shear;11;CL02;MPC
22264;;Littell;Fully Functional;Operational;1;PROD;Coil Shear;11;CL03;MPC
22275;;Littell;Fully Functional;Operational;1;PROD;Coil Shear;12;CL01;MPC
22276;;Littell;Fully Functional;Operational;1;PROD;Coil Shear;12;CL02;MPC
22277;;Littell;Fully Functional;Operational;1;PROD;Coil Shear;12;CL03;MPC
22288;;Littell;Fully Functional;Operational;1;PROD;Coil Shear;131;CL01;MPC
22289;;Littell;Fully Functional;Operational;1;PROD;Coil Shear;131;CL02;MPC
22290;;Littell;Fully Functional;Operational;1;PROD;Coil Shear;131;CL03;MPC
22302;Sems;Littell;Fully Functional;Operational;1;PROD;Coil Shear;14;CL03;MPC
22313;BR3;Littell;Fully Functional;Operational;1;PROD;Coil Shear;15;CL03;MPC
22317;BR4;Littell;Fully Functional;Operational;1;PROD;Coil Shear;15;CL01;MPC
22319;BR4E;Littell;Fully Functional;Operational;1;PROD;Coil Shear;15;CL02;MPC
22328;Pile 1;Littell;Fully Functional;Operational;1;PROD;Coil Shear;16;CL01;MPC
22329;Pile 1;Littell;Fully Functional;Operational;1;PROD;Coil Shear;16;CL02;MPC
22330;Pile 1;Littell;Fully Functional;Operational;1;PROD;Coil Shear;16;CL03;MPC
22379;1592;Metalbox;Fully Functional;Operational;1;PROD;End Assembly;17;SC31;
22380;1592B;Metalbox;Fully Functional;Surplus;1;PROD;;17;;
22381;1592;Metalbox;Fully Functional;Operational;1;PROD;End Assembly;17;SC33;
22382;F;Crabtree;Fully Functional;Surplus;1;PROD;;17;;
22383;1590;Metalbox;Fully Functional;Surplus;1;PROD;;17;;
22384;TF;Crabtree;Fully Functional;Surplus;1;PROD;;17;;
22385;;Metalbox;Fully Functional;Surplus;1;PROD;;17;;
22386;1592;Metalbox;Fully Functional;Surplus;1;PROD;;17;;
22434;;Unknown;Fully Functional;Operational;1;PROD;Coating;17;LA02;MPC
22435;;Unknown;Fully Functional;Operational;1;PROD;Coating;17;LA03;MPC
22444;1580A;Carnaud;Fully Functional;Operational;1;PROD;Coating;17;LA01;MPC
22445;1580A;Carnaud;Fully Functional;Operational;1;PROD;Coating;17;LA02;MPC
22459;1582;Carnaud;Fully Functional;Operational;1;PROD;Coating;17;LA03;MPC
22460;1582;Carnaud;Fully Functional;Operational;1;PROD;Coating;17;LA04;MPC
22551;MF A3V;Cuomo;Fully Functional;Operational;1;PROD;End Assembly;17;PD28;DD
22637;45x38;Crabtree;Fully Functional;Operational;1;PROD;Coating;19;LA01;MPC
22639;45x38;Ratcliff;Fully Functional;Operational;1;PROD;Coating;18;LA01;MPC
22640;45x38;Ratcliff;Fully Functional;Operational;1;PROD;Coating;18;LA01;MPC
22647;464;Mailander;Fully Functional;Operational;1;PROD;Coating;18;LA02;MPC
22651;466;Mailander;Fully Functional;Operational;1;PROD;Coating;18;LA04;MPC
22652;466;Mailander;Fully Functional;Operational;1;PROD;Coating;18;LA02;MPC
23058;586;IMC;Fully Functional;Surplus;1;PROD;;1;;
24699;314;Metalbox;Fully Functional;Operational;1;PROD;End Assembly;36;PD14;DD
24700;314;Metalbox;Fully Functional;Operational;1;PROD;End Assembly;36;PD15;DD
24704;314;Metalbox;Fully Functional;Operational;1;PROD;End Assembly;36;PD07;DD
24705;314;Metalbox;Fully Functional;Operational;1;PROD;End Assembly;36;PD10;DD
24706;314;Metalbox;Fully Functional;Operational;1;PROD;End Assembly;36;PD12;DD
24707;314;Metalbox;Fully Functional;Operational;1;PROD;End Assembly;36;PD13;DD
24709;314;Metalbox;Fully Functional;Surplus;1;PROD;;36;;
24711;314;Metalbox;Fully Functional;Operational;1;PROD;End Assembly;36;PD22;DD
24712;314;Metalbox;Fully Functional;Operational;1;PROD;End Assembly;36;PD19;DD
24713;314;Metalbox;Fully Functional;Surplus;1;PROD;;36;;
24714;314;Metalbox;Fully Functional;Surplus;1;PROD;;36;;
24715;314;Metalbox;Fully Functional;Operational;1;PROD;End Assembly;36;PD24;DD
24716;314;Metalbox;Fully Functional;Operational;1;PROD;End Assembly;202;PD25;DD
24717;314;Metalbox;Fully Functional;Operational;1;PROD;End Assembly;202;PD26;DD
24718;314;Metalbox;Fully Functional;Operational;1;PROD;End Assembly;202;PD27;DD
24719;314;Metalbox;Fully Functional;Operational;1;PROD;End Assembly;36;PD08;DD
24720;314;Metalbox;Fully Functional;Operational;1;PROD;End Assembly;36;PD09;DD
24721;314;Metalbox;Fully Functional;Operational;1;PROD;End Assembly;36;PD11;DD
24761;5P;Latour;Fully Functional;Surplus;1;PROD;;36;;
24781;P 100;Alfons-Haar;Fully Functional;Operational;1;PROD;Ends Multi Die;36;PM51;MTD
24782;P100;Alfons-Haar;Fully Functional;Surplus;1;PROD;;36;;
24783;P100;Alfons-Haar;Fully Functional;Operational;1;PROD;Ends Multi Die;36;PM53;MTD
24791;PIB 457;Cevolani;Fully Functional;Operational;1;PROD;End Assembly;36;PD28;DD
24793;PD50;Alfons-Haar;Fully Functional;Operational;1;PROD;Ends Multi Die;36;PM50;MTD
24895;314;Metalbox;Fully Functional;Operational;1;PROD;EOLE;40;PE01;EOLE
24896;314;Metalbox;Fully Functional;Surplus;1;PROD;;36;;
24897;314;Metalbox;Fully Functional;Operational;1;PROD;EOLE;40;PE04;EOLE
24923;PD 100;Alfons-Haar;Fully Functional;Operational;1;PROD;EOLE;40;PE02;EOLE
24937;EC 100-QL-3T;Minster;Fully Functional;Operational;1;PROD;EOLE;41;PE04;EOLE
24946;ECH 125 QL 3T;Minster;Fully Functional;Operational;1;PROD;EOLE;41;PE01;EOLE
24947;ECH-125 QL-3T;Minster;Fully Functional;Operational;1;PROD;EOLE;41;PE02;EOLE
25042;33m-1";LTG;Fully Functional;Operational;1;PROD;Coating;2;LA01;MPC
25043;33m-1";LTG;Fully Functional;Operational;1;PROD;Coating;2;LA02;MPC
25044;36m-1";LTG;Fully Functional;Operational;1;PROD;Coating;2;LA04;MPC
25045;36m-1";LTG;Fully Functional;Operational;1;PROD;Coating;2;LA03;MPC
25054;HD-DUAL-1200;Sardee;Fully Functional;Operational;1;PROD;End Assembly;50;PD25;DD
25056;6810;O.S.I.;Fully Functional;Operational;1;PROD;End Assembly;50;PD28;DD
25076;2-2x2-30LE;Bibra;Fully Functional;Operational;1;PROD;End Assembly;50;PD27;DD
25089;90";Sardee;Fully Functional;Operational;1;PROD;End Assembly;50;PD14;DD
25090;90";Sardee;Fully Functional;Operational;1;PROD;End Assembly;50;PD15;DD
25092;HD-DUAL-1200;Sardee;Fully Functional;Operational;1;PROD;End Assembly;50;PD26;DD
25093;90";Sardee;Fully Functional;Operational;1;PROD;End Assembly;50;PDSLVISMAE9&10;
25094;90";Sardee;Fully Functional;Surplus;1;PROD;;50;;
25111;DT 2.1.1.20-LE;Bibra;Fully Functional;Standalone;1;PROD;;50;;
